Table Index,Row Index,Original English,Thai Translation,Status
1,288,Daniel: But they all don’t look or feel same in terms of thickness or texture. It seems as if they are made of different types of plastic.  ,แดเนียล: แต่พวกมันทั้งหมดดูหรือรู้สึกไม่เหมือนกันในแง่ของความหนาหรือเนื้อสัมผัส ดูเหมือนทำจากพลาสติกประเภทต่างๆ,Translated
1,289, , ,Skipped/Protected
1,290,Professor Malee: You are absolutely right! Plastics are usually grouped into seven categories.  ,ศาสตราจารย์มาลี: คุณพูดถูกจริงๆ! โดยทั่วไปพลาสติกจะแบ่งออกเป็นเจ็ดประเภท,Translated
1,291,"Polyethylene terephthalate,  ","โพลีเอทิลีนเทเรฟทาเลต,",Translated
1,292,"Polyethylene (high density),  ",เอทิลีน (ความหนาแน่นสูง),Translated
1,293,"Polyvinyl chloride,  ","โพลีไวนิลคลอไรด์,",Translated
1,294,"Polyethylene (low density),  ",เอทิลีน (ความหนาแน่นต่ำ),Translated
1,295,"Polypropylene,   ",โพรพิลีน,Translated
1,296,"Polystyrene, and   ",โพลีสไตรีนและ,Translated
1,297,Bisphenol A and others. ,บิสฟีนอล เอ และอื่นๆ,Translated
1,298, , ,Skipped/Protected
1,299,"The first six are fairly easy to identify, but the seventh is more complicated. It’s a mix of everything that doesn’t fit neatly into the other groups  ",หกรายการแรกนั้นค่อนข้างง่ายต่อการระบุ แต่รายการที่เจ็ดนั้นซับซ้อนกว่า มันเป็นการผสมผสานของทุกสิ่งที่ไม่เข้ากับกลุ่มอื่นๆ อย่างเรียบร้อย,Translated
1,300, , ,Skipped/Protected
1,301,Narrator: Professor Malee has listed these seven types of plastics.  ,ผู้บรรยาย: ศาสตราจารย์มาลีได้กล่าวถึงพลาสติกเจ็ดประเภทนี้,Translated
1,302, , ,Skipped/Protected
1,303,Select each type of plastic to view its characteristics and examples. ,เลือกพลาสติกแต่ละประเภทเพื่อดูลักษณะและตัวอย่าง,Translated
1,304, , ,Skipped/Protected
1,305, , ,Skipped/Protected
1,306, , ,Skipped/Protected
1,307,Polyethylene terephthalate,โพลีเอทิลีนเทเรฟทาเลต,Translated
1,308,Characteristics: ,ลักษณะเฉพาะ:,Translated
1,309, , ,Skipped/Protected
1,310,Easiest to recycle ,รีไซเคิลได้ง่ายที่สุด,Translated
1,311,Can be recycled back into similar materials,สามารถรีไซเคิลกลับเป็นวัสดุที่คล้ายกันได้,Translated
1,312,Examples: ,ตัวอย่าง:,Translated
1,313, , ,Skipped/Protected
1,314,Water bottles  ,ขวดน้ำ,Translated
1,315,Soft drink bottles ,ขวดเครื่องดื่ม,Translated
1,316,Sports drink bottles  ,ขวดเครื่องดื่มกีฬา,Translated
1,317,HDPE pipe,ท่อเอชดีพีอี,Translated
1,318,CONTINUE,CONTINUE,Skipped/Protected
1,319,CONTINUE,CONTINUE,Skipped/Protected
1,320,Continue,CONTINUE,Translated
1,321,Polyethylene (high density),โพลีเอทิลีน (ความหนาแน่นสูง),Translated
1,322,Characteristics: ,ลักษณะเฉพาะ:,Translated
1,323, , ,Skipped/Protected
1,324,Easiest to recycle ,รีไซเคิลได้ง่ายที่สุด,Translated
1,325,Can be recycled back into similar materials,สามารถรีไซเคิลกลับเป็นวัสดุที่คล้ายกันได้,Translated
1,326,Examples: ,ตัวอย่าง:,Translated
1,327, , ,Skipped/Protected
1,328,Detergent and shampoo bottles ,ขวดผงซักฟอกและแชมพู,Translated
1,329,Grocery bags,ถุงของชำ,Translated
1,330,CONTINUE,CONTINUE,Skipped/Protected
1,331,CONTINUE,CONTINUE,Skipped/Protected
1,332,Continue,CONTINUE,Translated
1,333,Polyvinyl chloride,โพลีไวนิลคลอไรด์,Translated
1,334,Characteristics: ,ลักษณะเฉพาะ:,Translated
1,335, , ,Skipped/Protected
1,336,Harder to manage ,ยากต่อการจัดการ,Translated
1,337,Made stronger by adding chlorine compounds ,ทำให้แข็งแรงขึ้นโดยการเติมสารประกอบคลอรีน,Translated
1,338,"Releases toxic chemicals when burned, making recycling and disposal more dangerous",ปล่อยสารเคมีที่เป็นพิษเมื่อถูกเผา ทำให้การรีไซเคิลและการกำจัดมีอันตรายมากขึ้น,Translated
1,339,Examples:  ,ตัวอย่าง:,Translated
1,340, , ,Skipped/Protected
1,341,Plumbing pipes ,ท่อประปา,Translated
1,342,Clear food packaging ,บรรจุภัณฑ์อาหารที่ชัดเจน,Translated
1,343,Plastic toys ,ของเล่นพลาสติก,Translated
1,344,Table-cloths  ,ผ้าปูโต๊ะ,Translated
1,345,Credit cards,บัตรเครดิต,Translated
1,346,CONTINUE,CONTINUE,Skipped/Protected
1,347,CONTINUE,CONTINUE,Skipped/Protected
1,348,Continue,CONTINUE,Translated
1,349,Polyethylene (low density),โพลีเอทิลีน (ความหนาแน่นต่ำ),Translated
1,350,Characteristics: ,ลักษณะเฉพาะ:,Translated
1,351, , ,Skipped/Protected
1,352,Difficult to collect ,ยากที่จะรวบรวม,Translated
1,353,Can be recycled ,สามารถรีไซเคิลได้,Translated
